ID,timestamp,event
O20,1715330572.0,click_start
O20,1715330698.0,click_to_tutorial
O20,1715330734.0,human_mushroom_task
O20,1715330750.0,final_mushroom_task
O20,1715330788.0,human_mushroom_task
O20,1715330793.0,final_mushroom_task
O20,1715330799.0,tutorial_task
O20,1715330842.0,human_mushroom_task
O20,1715330850.0,final_mushroom_task
O20,1715330886.0,human_mushroom_task
O20,1715330906.0,final_mushroom_task
O20,1715330960.0,human_mushroom_task
O20,1715330975.0,final_mushroom_task
O20,1715331010.0,human_mushroom_task
O20,1715331017.0,final_mushroom_task
O20,1715331046.0,human_mushroom_task
O20,1715331051.0,final_mushroom_task
O20,1715331124.0,human_mushroom_task
O20,1715331132.0,final_mushroom_task
O20,1715331146.0,human_mushroom_task
O20,1715331152.0,final_mushroom_task
O20,1715331195.0,human_mushroom_task
O20,1715331200.0,final_mushroom_task
O20,1715331234.0,human_mushroom_task
O20,1715331245.0,final_mushroom_task
O20,1715331267.0,human_mushroom_task
O20,1715331279.0,final_mushroom_task
O20,1715331304.0,human_mushroom_task
O20,1715331311.0,final_mushroom_task
O20,1715331335.0,human_mushroom_task
O20,1715331342.0,final_mushroom_task
O20,1715331364.0,human_mushroom_task
O20,1715331371.0,final_mushroom_task
O20,1715331387.0,human_mushroom_task
O20,1715331393.0,final_mushroom_task
O20,1715331427.0,human_mushroom_task
O20,1715331433.0,final_mushroom_task
O21,1715332051.0,click_start
O21,1715332098.0,click_to_tutorial
O21,1715332117.0,human_mushroom_task
O21,1715332132.0,final_mushroom_task
O21,1715332153.0,human_mushroom_task
O21,1715332164.0,final_mushroom_task
O21,1715332170.0,tutorial_task
O21,1715332184.0,human_mushroom_task
O21,1715332192.0,final_mushroom_task
O21,1715332208.0,human_mushroom_task
O21,1715332216.0,final_mushroom_task
O21,1715332239.0,human_mushroom_task
O21,1715332252.0,final_mushroom_task
O21,1715332271.0,human_mushroom_task
O21,1715332281.0,final_mushroom_task
O21,1715332297.0,human_mushroom_task
O21,1715332305.0,final_mushroom_task
O21,1715332325.0,human_mushroom_task
O21,1715332334.0,final_mushroom_task
O21,1715332354.0,human_mushroom_task
O21,1715332370.0,final_mushroom_task
O21,1715332394.0,human_mushroom_task
O21,1715332401.0,final_mushroom_task
